model,policy,category,field,snippet,found
deepseek__deepseek-r1,amazon,behavioral_data,collected.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services.",true
deepseek__deepseek-r1,amazon,behavioral_data,stored.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services.",true
deepseek__deepseek-r1,amazon,behavioral_data,shared.policy_snippet,We provide ad companies with information that allows them to serve you with more useful and relevant Amazon ads.,false
deepseek__deepseek-r1,amazon,behavioral_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,amazon,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,apple_health_app,biometric_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,apple_health_app,biometric_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,apple_health_app,biometric_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,apple_health_app,biometric_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,apple_health_app,biometric_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,apple_health_app,health_data,collected.policy_snippet,"Physical or mental health or condition, including information about your health conditions, symptoms, status, diagnoses, testing, or treatments.",true
deepseek__deepseek-r1,apple_health_app,health_data,stored.policy_snippet,"If you choose to sync your data across your devices or store data in iCloud, depending on how you use our features and the information saved to your account, this could include health-related information.",false
deepseek__deepseek-r1,apple_health_app,health_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary.",false
deepseek__deepseek-r1,apple_health_app,health_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,apple_health_app,health_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,apple_health_app,physiological_data,collected.policy_snippet,"Measurements of bodily functions, vital signs, and other related information. For instance, if you choose to participate in an Apple-sponsored health study, you may be asked to provide information about your symptoms or vital signs (for example, heart rate) as part of your consent to participate in the study.",true
deepseek__deepseek-r1,apple_health_app,physiological_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,apple_health_app,physiological_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary in order to provide you with the products or features you have requested or others at your direction or when required by applicable law.",true
deepseek__deepseek-r1,apple_health_app,physiological_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,apple_health_app,physiological_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,apple_health_app,physical_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,apple_health_app,physical_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,apple_health_app,physical_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,apple_health_app,physical_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,apple_health_app,physical_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,apple_health_app,behavioral_data,collected.policy_snippet,we may collect information about the apps you download in the App Store,true
deepseek__deepseek-r1,apple_health_app,behavioral_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,apple_health_app,behavioral_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data",true
deepseek__deepseek-r1,apple_health_app,behavioral_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,apple_health_app,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,huawei,biometric_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,huawei,biometric_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,huawei,biometric_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,huawei,biometric_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,huawei,biometric_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,huawei,health_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,huawei,health_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,huawei,health_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,huawei,health_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,huawei,health_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,huawei,physiological_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,huawei,physiological_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,huawei,physiological_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,huawei,physiological_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,huawei,physiological_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,huawei,physical_data,collected.policy_snippet,"The personal data we collect includes name, gender, enterprise name, job position, postal and email addresses, phone number, login information (account and password), photos, and certificate information, etc.,",true
deepseek__deepseek-r1,huawei,physical_data,stored.policy_snippet,"We will retain your personal information for no longer than is necessary for the purposes stated in this Policy,",true
deepseek__deepseek-r1,huawei,physical_data,shared.policy_snippet,"Huawei shares your personal data with other partners, as described in this Policy, when services are provided by partners authorized by Huawei.",true
deepseek__deepseek-r1,huawei,physical_data,retention_policy.policy_snippet_deletion,"After you deregister your account, we will stop providing you with products and services through your account and delete your relevant personal data, provided that deletion is not otherwise stipulated by special legal requirements.",true
deepseek__deepseek-r1,huawei,physical_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,huawei,behavioral_data,collected.policy_snippet,"We may also obtain data by recording how you interact with our websites, products, or services.",true
deepseek__deepseek-r1,huawei,behavioral_data,stored.policy_snippet,We will retain your personal information for no longer than is necessary for the purposes stated in this Policy,true
deepseek__deepseek-r1,huawei,behavioral_data,shared.policy_snippet,"Huawei shares your personal data with other partners, as described in this Policy, when services are provided by partners authorized by Huawei.",true
deepseek__deepseek-r1,huawei,behavioral_data,retention_policy.policy_snippet_deletion,"After you deregister your account, we will stop providing you with products and services through your account and delete your relevant personal data, provided that deletion is not otherwise stipulated by special legal requirements.",true
deepseek__deepseek-r1,huawei,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,myfitnesspal,biometric_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,myfitnesspal,biometric_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,myfitnesspal,biometric_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,myfitnesspal,biometric_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,myfitnesspal,biometric_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,myfitnesspal,health_data,collected.policy_snippet,Food and Activity Diary Data may include sensitive personal information when the information indicates or allows someone to infer a health condition.,true
deepseek__deepseek-r1,myfitnesspal,health_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,myfitnesspal,health_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,myfitnesspal,health_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,myfitnesspal,health_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,myfitnesspal,physiological_data,collected.policy_snippet,"Lifestyle information (e.g., sleeping data); Information related to any physiological conditions;",false
deepseek__deepseek-r1,myfitnesspal,physiological_data,stored.policy_snippet,We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy...,true
deepseek__deepseek-r1,myfitnesspal,physiological_data,shared.policy_snippet,We disclose personal information to the categories of recipients described below:,true
deepseek__deepseek-r1,myfitnesspal,physiological_data,retention_policy.policy_snippet_deletion,The right to request that we delete your personal information (subject to certain exceptions prescribed by applicable law).,true
deepseek__deepseek-r1,myfitnesspal,physiological_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,myfitnesspal,physical_data,collected.policy_snippet,"Body measurements (e.g., height, weight, and BMI);",true
deepseek__deepseek-r1,myfitnesspal,physical_data,stored.policy_snippet,We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy,true
deepseek__deepseek-r1,myfitnesspal,physical_data,shared.policy_snippet,We disclose personal information to the categories of recipients described below:,true
deepseek__deepseek-r1,myfitnesspal,physical_data,retention_policy.policy_snippet_deletion,The right to request that we delete your personal information,true
deepseek__deepseek-r1,myfitnesspal,physical_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,myfitnesspal,behavioral_data,collected.policy_snippet,"actions that you take while using the Services, information about how you interact with the Services, including the frequency and duration of your activities, information about the links you click, and other information about how you use the Services.",true
deepseek__deepseek-r1,myfitnesspal,behavioral_data,stored.policy_snippet,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
deepseek__deepseek-r1,myfitnesspal,behavioral_data,shared.policy_snippet,"We may disclose your personal information, including device and browser information and activity and usage information, to our marketing and advertising partners, including social media platforms, third-party advertising networks, and other parties that assist us in serving, measuring the performance of, and optimizing our advertising campaigns.",true
deepseek__deepseek-r1,myfitnesspal,behavioral_data,retention_policy.policy_snippet_deletion,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
deepseek__deepseek-r1,myfitnesspal,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,snapchat,biometric_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,snapchat,biometric_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,snapchat,biometric_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,snapchat,biometric_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,snapchat,biometric_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,snapchat,health_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,snapchat,health_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,snapchat,health_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,snapchat,health_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,snapchat,health_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,snapchat,physiological_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,snapchat,physiological_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,snapchat,physiological_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,snapchat,physiological_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,snapchat,physiological_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,snapchat,physical_data,collected.policy_snippet,"content, or “Inputs,” including text, images, video, audio, precise location, and engagement",true
deepseek__deepseek-r1,snapchat,physical_data,stored.policy_snippet,we store location information for different lengths of time,true
deepseek__deepseek-r1,snapchat,physical_data,shared.policy_snippet,"the content you post to Stories, or your status as a premium subscriber, can be viewed by your Friends",true
deepseek__deepseek-r1,snapchat,physical_data,retention_policy.policy_snippet_deletion,Snaps and Chats sent in Snapchat will be deleted by default from our servers within 24 hours after we detect they’ve been opened by all recipients or have expired,true
deepseek__deepseek-r1,snapchat,physical_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,snapchat,behavioral_data,collected.policy_snippet,"usage information (information about how you interact with our Services — for example, which Lenses you view and apply, your premium subscriptions, Stories you watch, and how often you interact with other Snapchatters)",true
deepseek__deepseek-r1,snapchat,behavioral_data,stored.policy_snippet,"As a general rule, we keep information as long as you tell us to, and otherwise as long as we need it to provide our Services, or as required by law.",true
deepseek__deepseek-r1,snapchat,behavioral_data,shared.policy_snippet,"We share your information with our service providers, who process that information on our behalf. For example, we rely on such Service Providers to facilitate payments, measure and optimize the performance of ads, or protect the services.",true
deepseek__deepseek-r1,snapchat,behavioral_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,snapchat,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,tiktok,biometric_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,tiktok,biometric_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,tiktok,biometric_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,tiktok,biometric_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,tiktok,biometric_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,tiktok,health_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,tiktok,health_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,tiktok,health_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,tiktok,health_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,tiktok,health_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,tiktok,physiological_data,collected.policy_snippet,,empty
deepseek__deepseek-r1,tiktok,physiological_data,stored.policy_snippet,,empty
deepseek__deepseek-r1,tiktok,physiological_data,shared.policy_snippet,,empty
deepseek__deepseek-r1,tiktok,physiological_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-r1,tiktok,physiological_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,tiktok,physical_data,collected.policy_snippet,"We collect the content you create, import, upload or publish through the Platform, such as photographs, videos, audio recordings",true
deepseek__deepseek-r1,tiktok,physical_data,stored.policy_snippet,"We store the information described in the “What Information We Collect” section in servers located in the United States, Malaysia and Singapore.",true
deepseek__deepseek-r1,tiktok,physical_data,shared.policy_snippet,"Based on your privacy settings, your information, including your Account Information, User Content, and Usage Information may be visible to other users and the public.",true
deepseek__deepseek-r1,tiktok,physical_data,retention_policy.policy_snippet_deletion,You can delete or ask us to delete your information.,true
deepseek__deepseek-r1,tiktok,physical_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-r1,tiktok,behavioral_data,collected.policy_snippet,"We collect information about how you engage with the Platform, including information about how you interact with content and ads, the duration and frequency of your use, your engagement with other users, and your search history.",true
deepseek__deepseek-r1,tiktok,behavioral_data,stored.policy_snippet,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
deepseek__deepseek-r1,tiktok,behavioral_data,shared.policy_snippet,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services.",true
deepseek__deepseek-r1,tiktok,behavioral_data,retention_policy.policy_snippet_deletion,Delete your information. You can delete or ask us to delete your information.,true
deepseek__deepseek-r1,tiktok,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,amazon,biometric_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,amazon,biometric_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,amazon,biometric_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,amazon,biometric_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,amazon,biometric_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,amazon,health_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,amazon,health_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,amazon,health_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,amazon,health_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,amazon,health_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,amazon,physiological_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,amazon,physiological_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,amazon,physiological_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,amazon,physiological_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,amazon,physiological_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,amazon,physical_data,collected.policy_snippet,"Our physical stores may use cameras, computer vision, sensors, and other technology to gather information about your activity in the store, such as the products and services you interact with.",true
deepseek__deepseek-v3-2,amazon,physical_data,stored.policy_snippet,We automatically collect and store certain types of information about your use of Amazon Services,true
deepseek__deepseek-v3-2,amazon,physical_data,shared.policy_snippet,"We share customers' personal information only as described below and with subsidiaries Amazon.com, Inc. controls",true
deepseek__deepseek-v3-2,amazon,physical_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,amazon,physical_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,amazon,behavioral_data,collected.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services.",true
deepseek__deepseek-v3-2,amazon,behavioral_data,stored.policy_snippet,We automatically collect and store certain types of information about your use of Amazon Services.,false
deepseek__deepseek-v3-2,amazon,behavioral_data,shared.policy_snippet,We provide ad companies with information that allows them to serve you with more useful and relevant Amazon ads and to measure their effectiveness.,true
deepseek__deepseek-v3-2,amazon,behavioral_data,retention_policy.policy_snippet_deletion,"You can choose to automatically delete your voice recordings, text transcripts, and typed requests to Alexa after a specified period of time (3 or 18 months), or you can choose to not save any voice recordings.",false
deepseek__deepseek-v3-2,amazon,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,apple_health_app,biometric_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,apple_health_app,biometric_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,apple_health_app,biometric_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,apple_health_app,biometric_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,apple_health_app,biometric_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,apple_health_app,health_data,collected.policy_snippet,"Physical or mental health or condition, including information about your health conditions, symptoms, status, diagnoses, testing, or treatments. For instance, if you contact AppleCare for support on one of our regulated health features, you may choose to provide health-related information.",true
deepseek__deepseek-v3-2,apple_health_app,health_data,stored.policy_snippet,"If you choose to sync your data across your devices or store data in iCloud, depending on how you use our features and the information saved to your account, this could include health-related information.",false
deepseek__deepseek-v3-2,apple_health_app,health_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary in order to provide you with the products or features you have requested or others at your direction or when required by applicable law.",true
deepseek__deepseek-v3-2,apple_health_app,health_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,apple_health_app,health_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,apple_health_app,physiological_data,collected.policy_snippet,"Measurements of bodily functions, vital signs, and other related information. For instance, if you choose to participate in an Apple-sponsored health study, you may be asked to provide information about your symptoms or vital signs (for example, heart rate) as part of your consent to participate in the study.",true
deepseek__deepseek-v3-2,apple_health_app,physiological_data,stored.policy_snippet,"If you choose to sync your data across your devices or store data in iCloud, depending on how you use our features and the information saved to your account, this could include health-related information.",false
deepseek__deepseek-v3-2,apple_health_app,physiological_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary in order to provide you with the products or features you have requested or others at your direction or when required by applicable law.",true
deepseek__deepseek-v3-2,apple_health_app,physiological_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,apple_health_app,physiological_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,apple_health_app,physical_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,apple_health_app,physical_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,apple_health_app,physical_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,apple_health_app,physical_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,apple_health_app,physical_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,apple_health_app,behavioral_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,apple_health_app,behavioral_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,apple_health_app,behavioral_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,apple_health_app,behavioral_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,apple_health_app,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,huawei,biometric_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,biometric_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,biometric_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,biometric_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,huawei,biometric_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,huawei,health_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,health_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,health_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,health_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,huawei,health_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,huawei,physiological_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,physiological_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,physiological_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,physiological_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,huawei,physiological_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,huawei,physical_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,physical_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,physical_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,huawei,physical_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,huawei,physical_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,huawei,behavioral_data,collected.policy_snippet,"We may also obtain data by recording how you interact with our websites, products, or services.",true
deepseek__deepseek-v3-2,huawei,behavioral_data,stored.policy_snippet,We will retain your personal information for no longer than is necessary for the purposes stated in this Policy.,false
deepseek__deepseek-v3-2,huawei,behavioral_data,shared.policy_snippet,"Huawei shares your personal data with other partners, as described in this Policy.",false
deepseek__deepseek-v3-2,huawei,behavioral_data,retention_policy.policy_snippet_deletion,"After you deregister your account, we will stop providing you with products and services through your account and delete your relevant personal data.",false
deepseek__deepseek-v3-2,huawei,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,myfitnesspal,biometric_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,myfitnesspal,biometric_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,myfitnesspal,biometric_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,myfitnesspal,biometric_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,myfitnesspal,biometric_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,myfitnesspal,health_data,collected.policy_snippet,Food and Activity Diary Data may include sensitive personal information when the information indicates or allows someone to infer a health condition.,true
deepseek__deepseek-v3-2,myfitnesspal,health_data,stored.policy_snippet,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
deepseek__deepseek-v3-2,myfitnesspal,health_data,shared.policy_snippet,We disclose personal information to the categories of recipients described below: Our Business Partners. We may partner with other businesses to offer the Services and disclose your personal information to those business partners as necessary or appropriate for the purposes listed in this Policy.,true
deepseek__deepseek-v3-2,myfitnesspal,health_data,retention_policy.policy_snippet_deletion,The right to request that we delete your personal information (subject to certain exceptions prescribed by applicable law).,true
deepseek__deepseek-v3-2,myfitnesspal,health_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,myfitnesspal,physiological_data,collected.policy_snippet,Information related to any physiological conditions;,true
deepseek__deepseek-v3-2,myfitnesspal,physiological_data,stored.policy_snippet,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
deepseek__deepseek-v3-2,myfitnesspal,physiological_data,shared.policy_snippet,We disclose personal information to the categories of recipients described below:,true
deepseek__deepseek-v3-2,myfitnesspal,physiological_data,retention_policy.policy_snippet_deletion,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
deepseek__deepseek-v3-2,myfitnesspal,physiological_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,myfitnesspal,physical_data,collected.policy_snippet,"Body measurements (e.g., height, weight, and BMI);",true
deepseek__deepseek-v3-2,myfitnesspal,physical_data,stored.policy_snippet,We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy,true
deepseek__deepseek-v3-2,myfitnesspal,physical_data,shared.policy_snippet,We may disclose your personal information to other MyFitnessPal users in the context of specific features that are social in nature as part of the Services.,true
deepseek__deepseek-v3-2,myfitnesspal,physical_data,retention_policy.policy_snippet_deletion,The right to request that we delete your personal information (subject to certain exceptions prescribed by applicable law).,true
deepseek__deepseek-v3-2,myfitnesspal,physical_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,myfitnesspal,behavioral_data,collected.policy_snippet,"actions that you take while using the Services, information about how you interact with the Services, including the frequency and duration of your activities, information about the links you click, and other information about how you use the Services.",true
deepseek__deepseek-v3-2,myfitnesspal,behavioral_data,stored.policy_snippet,"We will retain your personal information as long as necessary to fulfill the purposes outlined in this Policy (including to satisfy our legal or reporting requirements), unless a longer retention period is required or allowed under law.",true
deepseek__deepseek-v3-2,myfitnesspal,behavioral_data,shared.policy_snippet,"We may disclose your personal information, including device and browser information and activity and usage information, to our marketing and advertising partners, including social media platforms, third-party advertising networks, and other parties that assist us in serving, measuring the performance of, and optimizing our advertising campaigns.",true
deepseek__deepseek-v3-2,myfitnesspal,behavioral_data,retention_policy.policy_snippet_deletion,The right to request that we delete your personal information (subject to certain exceptions prescribed by applicable law).,true
deepseek__deepseek-v3-2,myfitnesspal,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,snapchat,biometric_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,biometric_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,biometric_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,biometric_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,snapchat,biometric_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,snapchat,health_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,health_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,health_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,health_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,snapchat,health_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,snapchat,physiological_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,physiological_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,physiological_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,physiological_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,snapchat,physiological_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,snapchat,physical_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,physical_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,physical_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,snapchat,physical_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,snapchat,physical_data,retention_policy.policy_snippet_inactivity,,empty
